match_id,player_slot,account_id,assists,camps_stacked,damage_taken,deaths,denies,gold_perm_min,hero_damage,hero_healing,hero_id,kills,team_slot,last_hits,leaver_status,rune_pickups,obs_placed,sen_placed,tower_damaged,xp_per_min,isRadiant,total_gold,kda,rank_tier,matchId,position
7794565811,132,268387264.0,12,,,9,4,,17697,1400,30,7,4,106,0,,,,,480,0,13251,1.9,71.0,7794565811,5
7794551611,0,103067095.0,8,,,6,7,,76906,0,138,18,0,544,0,,,,,1025,1,40992,3.71,72.0,7794551611,1
7794551611,1,142596223.0,9,,,11,3,,37830,0,39,11,1,321,0,,,,,696,1,26352,1.67,64.0,7794551611,2
7794551611,2,113756416.0,24,,,6,2,,21803,350,84,1,2,75,0,,,,,610,1,21716,3.57,73.0,7794551611,3
7794551611,3,115337617.0,12,,,11,3,,31881,0,99,1,3,323,0,,,,,720,1,23716,1.08,71.0,7794551611,4
7794551611,4,126165351.0,21,,,11,2,,6457,233,121,1,4,34,0,,,,,521,1,14688,1.83,74.0,7794551611,5
7794551611,128,150098641.0,14,,,8,31,,23933,0,63,7,0,422,0,,,,,843,0,29816,2.33,72.0,7794551611,1
7794551611,129,435863972.0,14,,,8,2,,6927,14667,50,3,1,77,0,,,,,460,0,15128,1.89,73.0,7794551611,2
7794551611,130,123049883.0,11,,,5,12,,13067,0,28,3,2,329,0,,,,,794,0,25473,2.33,73.0,7794551611,3
7794551611,131,145385232.0,17,,,6,3,,1608,34207,91,0,3,56,0,,,,,493,0,13176,2.43,75.0,7794551611,4
7794551611,132,,2,,,5,20,,75143,0,76,31,4,471,0,,,,,1228,0,42504,5.5,,7794551611,5
7794553306,0,131601801.0,16,,,9,5,,14565,0,75,8,0,33,0,,,,,584,1,15405,2.4,75.0,7794553306,1
7794553306,1,100557269.0,11,,,1,4,,38757,0,70,18,1,369,0,,,,,965,1,33496,14.5,80.0,7794553306,2
7794553306,2,176712507.0,22,,,9,2,,18960,0,64,3,2,44,0,,,,,585,1,15537,2.5,80.0,7794553306,3
7794553306,3,282466778.0,13,,,12,7,,31106,0,96,5,3,288,0,,,,,642,1,23857,1.38,80.0,7794553306,4
7794553306,4,255006804.0,16,,,8,1,,24842,216,23,5,4,199,0,,,,,645,1,22140,2.33,74.0,7794553306,5
7794553306,128,63446768.0,17,,,4,28,,28274,0,95,4,0,410,0,,,,,872,0,27290,4.2,74.0,7794553306,1
7794553306,129,94115791.0,18,,,10,11,,23335,192,129,4,1,290,0,,,,,708,0,23592,2.0,75.0,7794553306,2
7794553306,130,,21,,,6,0,,20639,0,87,4,2,43,0,,,,,520,0,14129,3.57,,7794553306,3
7794553306,131,1191112239.0,17,,,11,2,,18787,316,88,7,3,84,0,,,,,500,0,15537,2.0,80.0,7794553306,4
7794555319,0,,29,,,11,0,,28158,0,40,6,0,121,0,,,,,598,1,19675,2.92,,7794555319,1
7794555319,1,130527554.0,17,,,4,10,,43716,0,126,11,1,292,0,,,,,1073,1,28057,5.6,80.0,7794555319,2
7794555319,2,435646715.0,20,,,7,15,,37179,0,96,16,2,298,0,,,,,929,1,28492,4.5,75.0,7794555319,3
7794555319,3,194256177.0,15,,,4,8,,38945,0,70,17,3,251,0,,,,,941,1,28492,6.4,72.0,7794555319,4
7794555319,4,242430294.0,20,,,7,7,,16668,0,101,6,4,73,0,,,,,592,1,15896,3.25,75.0,7794555319,5
7794555319,128,187885618.0,7,,,12,7,,38559,0,63,14,0,399,0,,,,,1060,0,33269,1.62,75.0,7794555319,1
7794555319,129,384245266.0,14,,,17,12,,35473,0,75,9,1,208,0,,,,,699,0,22976,1.28,75.0,7794555319,2
7794555319,130,166334653.0,18,,,8,0,,18696,1641,68,1,2,43,0,,,,,530,0,13855,2.11,74.0,7794555319,3
7794555319,132,152848299.0,8,,,11,0,,18561,0,69,6,4,197,0,,,,,610,0,24062,1.17,74.0,7794555319,5
7794556204,0,439680155.0,23,,,6,22,,34330,0,56,13,0,279,0,,,,,831,1,26958,5.14,73.0,7794556204,1
7794556204,1,350374163.0,18,,,10,12,,37869,0,21,13,1,198,0,,,,,698,1,21276,2.82,74.0,7794556204,2
7794556204,2,178773451.0,23,,,5,8,,13992,215,87,4,2,68,0,,,,,630,1,15908,4.5,73.0,7794556204,3
7794556204,3,180918688.0,29,,,7,5,,19642,8085,83,5,3,97,0,,,,,723,1,17828,4.25,73.0,7794556204,4
7794556204,4,,13,,,3,2,,43394,0,19,16,4,336,0,,,,,1105,1,29426,7.25,,7794556204,5
7794556204,128,75663461.0,16,,,11,1,,14321,1720,9,6,0,44,0,,,,,394,0,11715,1.83,73.0,7794556204,1
7794556204,130,212057698.0,16,,,14,2,,26614,192,40,4,2,91,0,,,,,388,0,13439,1.33,73.0,7794556204,3
7794556204,131,128747930.0,13,,,9,16,,19409,0,42,3,3,189,0,,,,,712,0,16927,1.6,74.0,7794556204,4
7794556204,132,165465199.0,10,,,6,20,,31847,0,44,12,4,289,0,,,,,937,0,23392,3.14,73.0,7794556204,5
7794560800,0,115218319.0,18,,,10,11,,30298,3372,135,2,0,126,0,,,,,484,1,13032,1.82,74.0,7794560800,1
7794560800,1,109338279.0,12,,,12,2,,12430,7877,50,4,1,41,0,,,,,447,1,10849,1.23,63.0,7794560800,2
7794560800,2,142792041.0,11,,,8,11,,20520,0,114,7,2,185,0,,,,,523,1,17297,2.0,71.0,7794560800,3
7794560800,3,178798641.0,9,,,8,1,,15931,0,64,6,3,48,0,,,,,460,1,11633,1.67,72.0,7794560800,4
7794560800,4,25584584.0,10,,,7,19,,23860,0,120,7,4,242,0,,,,,636,1,18798,2.13,75.0,7794560800,5
7794560800,128,427029292.0,15,,,4,6,,34148,0,21,12,0,269,0,,,,,823,0,24256,5.4,80.0,7794560800,1
7794560800,129,868272884.0,25,,,6,0,,19594,555,84,5,1,85,0,,,,,668,0,17638,4.29,71.0,7794560800,2
7794560800,130,,17,,,7,12,,44305,0,2,17,2,178,0,,,,,661,0,20640,4.25,,7794560800,3
7794560800,132,233787741.0,26,,,7,2,,4047,19196,91,1,4,12,0,,,,,411,0,11224,3.38,62.0,7794560800,5
7794561411,0,282701166.0,9,,,8,8,,26395,0,11,10,0,271,0,,,,,797,1,23910,2.11,72.0,7794561411,1
7794561411,1,57402878.0,19,,,8,2,,10711,0,3,2,1,30,0,,,,,488,1,10685,2.33,72.0,7794561411,2
7794561411,2,172360822.0,17,,,8,10,,30028,0,28,12,2,147,1,,,,,804,1,19185,3.22,72.0,7794561411,3
7794561411,3,376789453.0,13,,,1,14,,41111,0,95,19,3,374,0,,,,,1169,1,33115,16.0,72.0,7794561411,4
7794561411,4,85370758.0,27,,,7,0,,17490,0,62,7,4,47,0,,,,,652,1,18515,4.25,71.0,7794561411,5
7794561411,128,305943531.0,22,,,13,8,,19991,72,123,3,0,27,0,,,,,385,0,10262,1.79,71.0,7794561411,1
7794561411,129,1284980040.0,9,,,7,10,,21793,0,7,4,1,174,0,,,,,506,0,14953,1.63,72.0,7794561411,2
7794561411,130,386597084.0,6,,,12,5,,19169,0,81,6,2,251,1,,,,,521,0,17033,0.92,73.0,7794561411,3
7794561411,131,1000634588.0,11,,,7,8,,30967,0,86,12,3,227,0,,,,,767,0,20877,2.88,72.0,7794561411,4
7794561411,132,,12,,,12,2,,14278,192,26,6,4,29,0,,,,,470,0,10791,1.38,,7794561411,5
7794642401,0,1076265995.0,18,,,8,4,,24148,0,16,3,0,323,0,,,,,696,1,22376,2.33,71.0,7794642401,1
7794642401,1,1123458406.0,9,,,5,2,,36351,0,22,7,1,346,0,,,,,831,1,23645,2.67,71.0,7794642401,2
7794642401,2,185723972.0,15,,,12,3,,29038,0,64,6,2,84,0,,,,,558,1,14593,1.62,71.0,7794642401,3
7794642401,3,247446479.0,12,,,8,15,,42157,0,93,16,3,235,0,,,,,918,1,25210,3.11,71.0,7794642401,4
7794642401,4,,16,,,13,1,,14292,2403,79,3,4,49,0,,,,,462,1,11463,1.36,,7794642401,5
7794642401,128,937545690.0,18,,,10,2,,22169,0,96,4,0,270,0,,,,,706,0,22376,2.0,65.0,7794642401,1
7794642401,129,1015805426.0,19,,,9,5,,35860,0,106,12,1,212,0,,,,,732,0,24153,3.1,71.0,7794642401,2
7794642401,130,103195812.0,27,,,5,2,,21930,195,74,4,2,69,0,,,,,687,0,17554,5.17,72.0,7794642401,3
7794642401,131,297889198.0,18,,,11,3,,28743,2081,30,9,3,124,0,,,,,564,0,19965,2.25,71.0,7794642401,4
7794642401,132,1156952593.0,15,,,2,15,,46951,1144,10,17,4,382,0,,,,,1340,0,31598,10.67,71.0,7794642401,5
7794643003,0,299837254.0,12,,,18,5,,19938,0,14,1,0,129,0,,,,,408,1,13621,0.68,71.0,7794643003,1
7794643003,1,,14,,,8,5,,43480,212,22,3,1,192,0,,,,,577,1,18220,1.89,,7794643003,2
7794643003,2,316958414.0,17,,,12,2,,25602,0,31,5,2,40,0,,,,,517,1,14410,1.69,71.0,7794643003,3
7794643003,3,35322496.0,14,,,10,2,,33607,6613,37,3,3,139,0,,,,,534,1,19053,1.55,65.0,7794643003,4
7794643003,4,1275264731.0,10,,,3,3,,67802,0,12,14,4,444,0,,,,,1046,1,33682,6.0,72.0,7794643003,5
7794643003,128,145876452.0,28,,,5,0,,6579,39586,102,0,0,16,0,,,,,574,0,12395,4.67,72.0,7794643003,1
7794643003,130,254555213.0,8,,,5,10,,44827,20177,8,13,2,323,0,,,,,710,0,29083,3.5,72.0,7794643003,3
7794643003,131,483079379.0,22,,,6,1,,22974,192,63,7,3,126,0,,,,,709,0,18264,4.14,71.0,7794643003,4
7794643003,132,192503125.0,16,,,2,5,,44883,0,11,16,4,339,0,,,,,1020,0,29083,10.67,71.0,7794643003,5
7794649418,0,152394675.0,8,,,6,2,,15237,0,25,5,0,205,0,,,,,677,1,15757,1.86,65.0,7794649418,1
7794649418,1,294997317.0,11,,,12,0,,17274,13,37,2,1,54,0,,,,,237,1,10473,1.0,64.0,7794649418,2
7794649418,2,354448413.0,8,,,9,2,,11121,0,2,2,2,140,0,,,,,445,1,11873,1.0,71.0,7794649418,3
7794649418,3,139036261.0,9,,,7,1,,8640,0,87,3,3,17,0,,,,,362,1,7671,1.5,65.0,7794649418,4
7794649418,4,135774381.0,7,,,11,7,,8634,0,93,2,4,109,0,,,,,335,1,10505,0.75,65.0,7794649418,5
7794649418,128,144889776.0,13,,,6,2,,10235,125,68,4,0,73,0,,,,,646,0,13815,2.43,64.0,7794649418,1
7794649418,129,,11,,,2,40,,19783,0,15,12,1,266,0,,,,,758,0,22028,7.67,,7794649418,2
7794649418,130,1631480563.0,17,,,2,10,,35571,0,14,17,2,215,0,,,,,723,0,21296,11.33,71.0,7794649418,3
7794649418,131,303681963.0,12,,,5,9,,16804,1691,104,6,3,183,0,,,,,561,0,17221,3.0,65.0,7794649418,4
7794649418,132,138562639.0,25,,,2,2,,10336,0,20,5,4,23,0,,,,,547,0,11364,10.0,65.0,7794649418,5
7794636815,0,198233366.0,29,,,10,5,,53469,0,38,17,0,372,0,,,,,1086,1,34684,4.18,80.0,7794636815,1
7794636815,1,394295819.0,32,,,8,11,,45671,0,106,12,1,423,0,,,,,1122,1,37549,4.89,80.0,7794636815,2
7794636815,2,241790629.0,31,,,11,2,,18043,11633,112,4,2,91,0,,,,,725,1,19503,2.92,80.0,7794636815,3
7794636815,3,316614345.0,32,,,10,0,,75089,0,22,24,3,295,0,,,,,1154,1,33930,5.09,80.0,7794636815,4
7794636815,4,243025096.0,17,,,11,3,,35553,0,114,8,4,395,0,,,,,1162,1,33125,2.08,80.0,7794636815,5
7794636815,128,162542030.0,12,,,11,7,,37837,0,17,12,0,297,0,,,,,834,0,27596,2.0,80.0,7794636815,1
7794636815,129,,23,,,19,3,,35957,354,30,8,1,85,0,,,,,620,0,20207,1.55,,7794636815,2
7794636815,130,136704501.0,20,,,13,0,,19339,0,84,7,2,98,0,,,,,704,0,22167,1.93,80.0,7794636815,3
7794636815,131,374408078.0,19,,,11,3,,28296,0,19,3,3,464,0,,,,,995,0,33779,1.83,80.0,7794636815,4
7794636815,132,349456608.0,16,,,12,12,,49080,408,104,19,4,272,1,,,,,858,0,31064,2.69,80.0,7794636815,5
7794648501,0,478432524.0,11,,,2,8,,22146,0,11,6,0,263,0,,,,,814,1,19802,5.67,80.0,7794648501,1
7794648501,1,,9,,,8,25,,30425,7376,8,13,1,278,0,,,,,883,1,23162,2.44,,7794648501,2
7794648501,2,195424051.0,13,,,8,3,,33682,0,2,13,2,148,0,,,,,643,1,17602,2.89,80.0,7794648501,3
7794648501,3,143367681.0,28,,,5,4,,5683,18656,91,6,3,27,0,,,,,533,1,11685,5.67,80.0,7794648501,4
7794648501,4,147326075.0,20,,,9,2,,26700,0,30,9,4,114,0,,,,,628,1,16353,2.9,80.0,7794648501,5
7794648501,128,396985572.0,12,,,13,4,,18823,192,14,5,0,59,0,,,,,386,0,10347,1.21,80.0,7794648501,1
7794648501,130,1028703708.0,21,,,11,0,,21985,2722,40,2,2,65,1,,,,,414,0,10912,1.92,80.0,7794648501,3
7794648501,131,1207315296.0,6,,,10,4,,10965,492,104,2,3,86,0,,,,,358,0,9157,0.73,80.0,7794648501,4
7794648501,132,214702914.0,7,,,7,12,,29085,0,114,11,4,256,0,,,,,846,0,19029,2.25,80.0,7794648501,5
7794634707,0,185049586.0,14,,,12,17,,40059,220,11,8,0,381,0,,,,,873,1,31441,1.69,72.0,7794634707,1
7794634707,1,237729681.0,23,,,8,0,,36385,0,105,3,1,151,0,,,,,761,1,20425,2.89,74.0,7794634707,2
7794634707,2,459084392.0,14,,,4,3,,41253,0,41,17,2,350,0,,,,,1134,1,34149,6.2,74.0,7794634707,3
7794634707,3,168648111.0,24,,,10,11,,35610,0,2,8,3,211,0,,,,,805,1,23592,2.91,72.0,7794634707,4
7794634707,4,149515080.0,23,,,9,5,,20427,11554,64,4,4,79,0,,,,,679,1,18635,2.7,74.0,7794634707,5
7794634707,128,1212564403.0,24,,,9,2,,30394,0,51,5,0,169,0,,,,,654,0,16983,2.9,73.0,7794634707,1
7794634707,129,275833098.0,18,,,5,4,,72479,0,22,17,1,302,0,,,,,689,0,27402,5.83,73.0,7794634707,2
7794634707,130,142723077.0,21,,,8,8,,27965,0,75,8,2,215,0,,,,,709,0,21481,3.22,73.0,7794634707,3
7794634707,131,,17,,,11,6,,30904,0,44,10,3,316,0,,,,,786,0,23271,2.25,,7794634707,4
7794644119,0,132999802.0,8,,,9,5,,12388,0,60,3,0,228,0,,,,,578,1,15849,1.1,72.0,7794644119,1
7794644119,1,,6,,,4,4,,14618,180,54,4,1,260,0,,,,,604,1,17170,2.0,,7794644119,2
7794644119,2,336071499.0,11,,,9,5,,19023,0,21,6,2,155,0,,,,,603,1,14901,1.7,72.0,7794644119,3
7794644119,3,136233706.0,10,,,5,1,,16564,0,86,5,3,69,0,,,,,494,1,11480,2.5,63.0,7794644119,4
7794644119,4,293408173.0,12,,,10,4,,23505,0,52,4,4,168,0,,,,,524,1,14224,1.45,73.0,7794644119,5
7794644119,128,141667887.0,21,,,5,33,,12279,0,96,3,0,135,0,,,,,581,0,16560,4.0,72.0,7794644119,1
7794644119,129,235743006.0,14,,,4,11,,27905,0,35,7,1,190,0,,,,,618,0,19778,4.2,72.0,7794644119,2
7794644119,130,208172513.0,18,,,5,6,,11964,0,27,3,2,80,0,,,,,486,0,15375,3.5,61.0,7794644119,3
7794644119,132,101780704.0,11,,,6,10,,36015,3331,110,16,4,118,0,,,,,682,0,18152,3.86,72.0,7794644119,5
7794634112,0,297015297.0,18,,,11,19,,17650,0,60,6,0,201,1,,,,,631,1,21429,2.0,72.0,7794634112,1
7794634112,1,243162575.0,22,,,12,1,,23208,6815,128,8,1,86,0,,,,,779,1,17180,2.31,71.0,7794634112,2
7794634112,2,1009579245.0,14,,,10,11,,51001,0,11,21,2,362,0,,,,,907,1,33021,3.18,80.0,7794634112,3
7794634112,3,228016915.0,16,,,17,4,,26140,1469,14,6,3,58,0,,,,,540,1,14871,1.22,80.0,7794634112,4
7794634112,4,458363564.0,14,,,7,13,,29946,0,42,9,4,336,0,,,,,722,1,25862,2.88,74.0,7794634112,5
7794634112,128,,25,,,15,8,,42119,0,25,8,0,306,0,,,,,805,0,27294,2.06,,7794634112,1
7794634112,129,441813293.0,21,,,9,10,,35873,0,71,14,1,259,0,,,,,925,0,29649,3.5,72.0,7794634112,2
7794634112,131,875246368.0,22,,,9,5,,54277,0,44,18,3,362,0,,,,,952,0,31866,4.0,80.0,7794634112,4
7794634112,132,192538893.0,37,,,6,2,,39474,195,84,8,4,83,0,,,,,899,0,24061,6.43,80.0,7794634112,5
7794635819,0,,11,,,3,5,,44743,8,34,4,0,457,0,,,,,1027,1,33255,3.75,,7794635819,1
7794635819,1,359718986.0,10,,,12,4,,8211,15455,50,2,1,88,0,,,,,548,1,15120,0.92,74.0,7794635819,2
7794635819,2,71104725.0,14,,,8,4,,5359,9663,111,2,2,65,0,,,,,453,1,14400,1.78,74.0,7794635819,3
7794635819,3,392518941.0,14,,,6,2,,35675,0,14,9,3,303,0,,,,,887,1,28440,3.29,74.0,7794635819,4
7794635819,4,325923449.0,12,,,5,18,,54783,125,81,12,4,379,0,,,,,928,1,31320,4.0,74.0,7794635819,5
7794635819,128,469952950.0,19,,,2,6,,19123,0,62,5,0,58,0,,,,,537,0,20745,8.0,74.0,7794635819,1
7794635819,129,880367145.0,11,,,4,8,,38688,0,129,15,1,290,1,,,,,862,0,27765,5.2,74.0,7794635819,2
7794635819,130,1062871309.0,23,,,13,4,,24466,360,104,1,2,200,0,,,,,486,0,18270,1.71,74.0,7794635819,3
7794635819,131,72117645.0,10,,,3,9,,19834,0,42,6,3,465,0,,,,,903,0,29610,4.0,75.0,7794635819,4
7794635819,132,169203745.0,10,,,7,12,,19982,0,123,6,4,171,0,,,,,476,0,18225,2.0,73.0,7794635819,5
7794640519,0,,5,,,11,7,,8167,0,75,0,0,87,0,,,,,351,1,9798,0.42,,7794640519,1
7794640519,1,109985185.0,3,,,5,2,,12179,137,63,6,1,66,0,,,,,365,1,9591,1.5,80.0,7794640519,2
7794640519,2,101087346.0,3,,,6,6,,8684,2588,8,1,2,275,0,,,,,546,1,15490,0.57,72.0,7794640519,3
7794640519,3,85252881.0,6,,,8,6,,20036,0,2,1,3,137,0,,,,,416,1,11143,0.78,73.0,7794640519,4
7794640519,4,110846669.0,2,,,5,10,,16805,0,76,4,4,213,0,,,,,579,1,15214,1.0,74.0,7794640519,5
7794640519,129,41136917.0,11,,,2,22,,25276,0,138,10,1,300,0,,,,,749,0,23908,7.0,74.0,7794640519,2
7794640519,130,91697517.0,16,,,2,9,,34991,0,35,10,2,250,0,,,,,693,0,22080,8.67,80.0,7794640519,3
7794640519,131,55247086.0,24,,,4,6,,15786,5902,108,6,3,169,0,,,,,564,0,17905,6.0,75.0,7794640519,4
7794640519,132,77469086.0,23,,,2,4,,11331,125,119,5,4,44,0,,,,,525,0,12661,9.33,71.0,7794640519,5
7794645110,0,141472815.0,4,,,2,12,,18859,0,2,13,0,223,0,,,,,997,1,19357,5.67,65.0,7794645110,1
7794645110,1,1118601422.0,6,,,2,20,,10958,0,12,10,1,274,0,,,,,714,1,20921,5.33,71.0,7794645110,2
7794645110,2,104042873.0,21,,,7,2,,14343,0,88,3,2,50,0,,,,,614,1,10633,3.0,73.0,7794645110,3
7794645110,3,,15,,,3,0,,11198,125,14,5,3,29,0,,,,,511,1,9625,5.0,,7794645110,4
7794645110,4,259987327.0,14,,,2,4,,17352,0,53,8,4,189,0,,,,,769,1,18216,7.33,73.0,7794645110,5
7794645110,128,165656848.0,2,,,9,1,,12861,0,40,2,0,86,0,,,,,426,0,8114,0.4,72.0,7794645110,1
7794645110,129,375225720.0,7,,,7,8,,12702,435,36,3,1,187,0,,,,,687,0,14053,1.25,72.0,7794645110,2
7794645110,130,451950033.0,4,,,9,3,,12241,0,105,5,2,95,0,,,,,403,0,9333,0.9,72.0,7794645110,3
7794645110,132,183484328.0,6,,,5,8,,9966,1087,8,2,4,191,0,,,,,559,0,11879,1.33,72.0,7794645110,5
7794645406,0,167079216.0,3,,,8,11,,7178,0,75,1,0,64,0,,,,,314,1,6279,0.44,80.0,7794645406,1
7794645406,1,120675043.0,5,,,12,1,,7895,0,14,2,1,39,0,,,,,299,1,6096,0.54,73.0,7794645406,2
7794645406,2,127194220.0,3,,,5,4,,8958,0,106,0,2,113,0,,,,,410,1,7580,0.5,73.0,7794645406,3
7794645406,3,152419427.0,4,,,5,4,,2461,4023,91,1,3,18,0,,,,,276,1,4635,0.83,75.0,7794645406,4
7794645406,4,906768545.0,1,,,6,0,,9609,0,93,3,4,97,0,,,,,334,1,7626,0.57,73.0,7794645406,5
7794645406,128,917613044.0,19,,,0,2,,10695,1185,51,6,0,29,0,,,,,452,0,9544,25.0,74.0,7794645406,1
7794645406,129,,8,,,2,19,,24629,0,11,11,1,126,0,,,,,548,0,13974,6.33,,7794645406,2
7794645406,130,350415875.0,8,,,3,9,,17625,125,95,11,2,162,0,,,,,547,0,16348,4.75,74.0,7794645406,3
7794645406,131,326009949.0,19,,,0,2,,7545,7365,111,3,3,7,0,,,,,368,0,7557,22.0,74.0,7794645406,4
7794645406,132,71021990.0,4,,,4,7,,12464,0,2,5,4,136,0,,,,,586,0,12512,1.8,73.0,7794645406,5
7794633117,0,,8,,,5,8,,29027,0,70,11,0,369,0,,,,,958,1,29334,3.17,,7794633117,1
7794633117,1,488245752.0,13,,,9,5,,26201,0,17,5,1,319,0,,,,,803,1,22478,1.8,80.0,7794633117,2
7794633117,2,302455760.0,20,,,10,3,,25775,5352,30,4,2,56,0,,,,,517,1,13503,2.18,80.0,7794633117,3
7794633117,3,174527178.0,15,,,13,6,,34409,0,2,8,3,199,0,,,,,606,1,19196,1.64,80.0,7794633117,4
7794633117,4,138913826.0,15,,,13,0,,31306,2902,37,6,4,110,0,,,,,523,1,14999,1.5,80.0,7794633117,5
7794633117,128,104713779.0,16,,,5,8,,24796,0,21,8,0,300,0,,,,,798,0,26134,4.0,80.0,7794633117,1
7794633117,129,345755294.0,17,,,6,23,,27420,0,114,12,1,249,0,,,,,921,0,25927,4.14,80.0,7794633117,2
7794633117,130,46408105.0,24,,,12,7,,21172,4896,85,12,2,162,0,,,,,555,0,21481,2.77,80.0,7794633117,3
7794633117,132,200666254.0,17,,,7,14,,24087,0,81,10,4,274,0,,,,,882,0,26675,3.38,80.0,7794633117,5
7794639012,0,82157292.0,8,,,9,8,,23380,0,7,11,0,152,0,,,,,533,1,16010,1.9,73.0,7794639012,1
7794639012,1,,12,,,8,5,,13436,0,129,4,1,140,0,,,,,559,1,14390,1.78,,7794639012,2
7794639012,2,1583038902.0,11,,,5,5,,35363,0,12,7,2,198,0,,,,,595,1,17122,3.0,73.0,7794639012,3
7794639012,4,157976989.0,23,,,10,0,,5210,22212,91,1,4,15,0,,,,,468,1,9275,2.18,73.0,7794639012,5
7794639012,128,193752778.0,16,,,7,5,,30406,0,14,13,0,187,0,,,,,645,0,20425,3.63,74.0,7794639012,1
7794639012,129,276150550.0,20,,,8,3,,21694,0,30,7,1,77,0,,,,,433,0,15660,3.0,73.0,7794639012,2
7794639012,130,341170692.0,10,,,1,9,,32456,0,11,13,2,303,0,,,,,981,0,25476,11.5,73.0,7794639012,3
7794639012,131,104329843.0,21,,,6,2,,26284,2708,29,6,3,142,0,,,,,666,0,16868,3.86,73.0,7794639012,4
7794639012,132,108011096.0,18,,,8,5,,10480,192,27,3,4,35,0,,,,,491,0,11531,2.33,73.0,7794639012,5
7794643719,0,230143630.0,0,,,6,17,,7551,0,47,1,0,101,0,,,,,265,1,6763,0.14,72.0,7794643719,1
7794643719,1,197629187.0,1,,,11,8,,6589,130,36,0,1,125,0,,,,,405,1,7965,0.08,71.0,7794643719,2
7794643719,2,,0,,,3,4,,3751,964,112,1,2,30,0,,,,,264,1,5090,0.25,,7794643719,3
7794643719,3,405209644.0,0,,,5,6,,3225,0,128,1,3,51,0,,,,,280,1,5561,0.17,65.0,7794643719,4
7794643719,4,292811221.0,1,,,2,9,,3288,0,1,0,4,112,0,,,,,364,1,7211,0.33,72.0,7794643719,5
7794643719,128,349901794.0,9,,,2,0,,9765,0,14,4,0,25,0,,,,,319,0,8436,4.33,64.0,7794643719,1
7794643719,129,298464860.0,4,,,1,15,,6041,230,69,3,1,127,0,,,,,612,0,14776,3.5,73.0,7794643719,2
7794643719,130,410775032.0,8,,,0,1,,1778,14171,102,3,2,17,0,,,,,326,0,7682,11.0,65.0,7794643719,3
7794643719,132,201516012.0,6,,,0,5,,7923,0,81,6,4,166,0,,,,,491,0,14894,12.0,65.0,7794643719,5
7794630712,0,209103998.0,26,,,6,2,,22337,0,71,7,0,125,0,,,,,953,1,18268,4.71,80.0,7794630712,1
7794630712,1,,19,,,3,29,,33103,0,56,14,1,296,0,,,,,941,1,27885,8.25,,7794630712,2
7794630712,2,95171522.0,23,,,3,8,,33651,110,17,13,2,281,0,,,,,845,1,24417,9.0,80.0,7794630712,3
7794630712,3,432796364.0,23,,,3,0,,18357,1405,63,10,3,81,0,,,,,833,1,17052,8.25,80.0,7794630712,4
7794630712,4,454690995.0,17,,,2,12,,20936,0,96,10,4,265,0,,,,,847,1,22629,9.0,80.0,7794630712,5
7794630712,128,290385920.0,4,,,7,20,,14892,0,10,3,0,278,0,,,,,707,0,17553,0.88,80.0,7794630712,1
7794630712,129,1010759955.0,6,,,12,8,,20609,144,104,4,1,113,1,,,,,429,0,12083,0.77,80.0,7794630712,2
7794630712,130,276570924.0,6,,,15,4,,25336,0,30,5,2,92,0,,,,,372,0,11440,0.69,80.0,7794630712,3
7794630712,132,131074643.0,5,,,10,2,,11012,0,14,3,4,26,0,,,,,418,0,8472,0.73,80.0,7794630712,5
7794632015,0,190551709.0,32,,,8,5,,15402,0,20,4,0,65,0,,,,,635,1,15218,4.0,74.0,7794632015,1
7794632015,1,227736701.0,26,,,11,3,,20990,0,86,5,1,73,0,,,,,568,1,14622,2.58,80.0,7794632015,2
7794632015,2,1220022275.0,21,,,4,6,,27806,3694,135,8,2,209,0,,,,,817,1,20969,5.8,80.0,7794632015,3
7794632015,3,192087484.0,14,,,2,11,,46734,9802,36,18,3,245,0,,,,,901,1,25142,10.67,80.0,7794632015,4
7794632015,4,149562460.0,6,,,1,3,,16131,0,18,6,4,431,0,,,,,905,1,24967,6.0,80.0,7794632015,5
7794632015,128,,4,,,8,14,,27499,0,2,5,0,273,0,,,,,599,0,17778,1.0,,7794632015,1
7794632015,129,849236891.0,8,,,7,13,,27733,12,120,5,1,200,0,,,,,580,0,15990,1.63,80.0,7794632015,2
7794632015,130,125620016.0,11,,,10,0,,13644,0,26,4,2,35,0,,,,,300,0,10625,1.36,80.0,7794632015,3
7794632015,131,162014169.0,14,,,12,1,,22746,240,51,3,3,61,0,,,,,402,0,10134,1.31,80.0,7794632015,4
7794632015,132,191839262.0,9,,,4,12,,24984,0,63,9,4,209,0,,,,,656,0,17393,3.6,74.0,7794632015,5
7794631800,0,137520095.0,8,,,11,5,,26958,0,42,9,0,174,0,,,,,650,1,16065,1.42,73.0,7794631800,1
7794631800,1,351963593.0,12,,,11,2,,21298,125,86,9,1,90,0,,,,,428,1,12999,1.75,73.0,7794631800,2
7794631800,2,1674390571.0,23,,,8,3,,10267,0,87,2,2,30,0,,,,,527,1,10559,2.78,73.0,7794631800,3
7794631800,3,347258357.0,12,,,11,5,,17586,0,11,5,3,234,1,,,,,653,1,18191,1.42,74.0,7794631800,4
7794631800,4,101117643.0,12,,,15,4,,17583,1440,104,3,4,153,0,,,,,547,1,13452,0.94,73.0,7794631800,5
